filename,label
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_1103.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\Siamese_115.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0987.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\British_Shorthair_92.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_1016.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\pug_29.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\great_pyrenees_14.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\Sphynx_176.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0980.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\Abyssinian_172.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_1020.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\samoyed_6.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0887.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0922.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\scottish_terrier_80.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0776.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\english_cocker_spaniel_69.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\wheaten_terrier_111.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_1012.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_1105.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0823.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\Birman_44.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0910.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\scottish_terrier_168.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\shiba_inu_105.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\american_pit_bull_terrier_143.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0852.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_1096.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_1011.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0785.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0996.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\english_setter_98.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_1087.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\Siamese_36.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\chihuahua_17.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\pug_148.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\english_cocker_spaniel_98.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\Abyssinian_119.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_1001.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\havanese_196.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0923.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_1055.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\Persian_43.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0873.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_1074.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\Ragdoll_145.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\german_shorthaired_41.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_1051.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\boxer_12.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0969.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0932.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_1032.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\japanese_chin_71.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0930.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_1139.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_1149.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\Egyptian_Mau_190.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\scottish_terrier_182.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0961.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\Birman_82.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\boxer_192.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0977.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_1086.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_1116.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0864.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\german_shorthaired_121.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\Persian_44.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\Birman_42.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0856.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0877.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0844.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\pomeranian_30.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\boxer_104.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\boxer_191.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\havanese_19.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\saint_bernard_61.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\Bombay_93.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\staffordshire_bull_terrier_59.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_1006.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_1007.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_1064.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0984.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\boxer_160.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_1134.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0747.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0986.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\yorkshire_terrier_193.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\Russian_Blue_202.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\Ragdoll_260.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0901.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\yorkshire_terrier_124.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0794.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0821.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\wheaten_terrier_4.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\Bengal_197.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\chihuahua_100.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\wheaten_terrier_5.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0906.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_1054.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0757.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_1065.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\pug_12.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\american_pit_bull_terrier_72.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0959.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0838.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\pug_35.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0815.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\British_Shorthair_204.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\beagle_64.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\Bombay_74.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\Russian_Blue_192.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\Egyptian_Mau_170.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0963.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0988.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0783.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0985.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\basset_hound_199.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\pug_24.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\basset_hound_171.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0927.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0769.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\beagle_95.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\Egyptian_Mau_20.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_1133.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0889.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_1068.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\Siamese_254.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\german_shorthaired_13.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\newfoundland_193.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_1013.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0908.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0872.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_1059.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\Ragdoll_16.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0947.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\scottish_terrier_54.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\Russian_Blue_165.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\chihuahua_53.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\Birman_48.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_1143.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\english_setter_4.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\great_pyrenees_83.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\Abyssinian_123.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\saint_bernard_172.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\samoyed_124.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\Bombay_104.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\english_cocker_spaniel_55.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\saint_bernard_127.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0788.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0965.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\Persian_202.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0954.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0832.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\Abyssinian_63.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\pug_197.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\Egyptian_Mau_40.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\english_setter_101.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\great_pyrenees_111.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\english_cocker_spaniel_154.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0813.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\saint_bernard_163.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_1040.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0756.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0997.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\japanese_chin_7.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\Russian_Blue_212.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0808.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\great_pyrenees_57.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\Egyptian_Mau_130.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\pug_20.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0993.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\miniature_pinscher_139.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0801.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\american_bulldog_202.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0935.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0967.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_1080.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0955.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\Birman_128.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0938.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_1120.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_1148.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\newfoundland_59.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0975.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\Russian_Blue_170.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\keeshond_71.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\Abyssinian_182.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0892.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\yorkshire_terrier_132.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\scottish_terrier_174.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\shiba_inu_60.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0831.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\japanese_chin_21.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_1025.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\german_shorthaired_94.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_1035.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\Persian_104.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0960.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0805.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0867.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\english_cocker_spaniel_175.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0761.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0772.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\Bombay_220.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\not-mayo\great_pyrenees_124.jpg,0
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_1058.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_1166.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_0903.jpg,1
C:\Users\unarv\OneDrive\Documents\data_cat\mayo_formatted\IMG_1158.jpg,1
